trackid,albumid,name,danceability,energy,key,valence,mode,tempo,speechiness,loudness,instrumentalness,acousticness,time_signature,liveness,sent,sent_magn
4ouI2UOh9gTJOLdcaKKlEt,5SqbMEyAt8332ISGiLX0St,"""Make Up""",0.7815482502651113,0.22211055276381908,0.9090909090909092,0.6548223350253807,1.0,0.4053496305908453,0.0499457111834962,0.5894393213715539,0.0,0.8231155778894472,0.8,0.11065573770491803,0.833333355409,0.00375798571965
6G0NzOx2jEPFsSmhr9N8Ys,0BiNb8HYR4JvuxUa31Z58Q,"""Nightswimming""",0.5949098621420997,0.3839195979899497,0.6363636363636364,0.5421319796954315,1.0,0.4780761422382218,0.03257328990228013,0.6434817833059308,0.0,0.815075376884422,0.8,0.0819672131147541,0.833333355409,0.0034573467904
7hefVXaGsFPesbK6fKwS6F,0PT5m6hwPRrpBwIHVnvbFX,"""Another Girl""",0.5471898197242843,0.6381909547738693,0.8181818181818182,0.8345177664974619,1.0,0.3711128319973209,0.033659066232356136,0.7331951295065171,0.0,0.23919597989949745,0.8,0.32069672131147536,0.5,0.00217963178908
09Log6FEFHidQheeA6Ymjo,02XyFDfvHfIwtqOC3o0PcK,"""The Christian Life""",0.5800636267232238,0.5125628140703518,0.18181818181818185,0.7563451776649746,1.0,0.5087088469829841,0.035830618892508145,0.6800581409202469,0.0,0.3346733668341708,0.6000000000000001,0.2192622950819672,0.666666677705,0.00608793715255
0diWyRPKZD0nswFui9KTIf,6lPb7Eoon6QPbscWbMsk6a,"""How Do You Feel""",0.5238600212089077,0.5125628140703518,0.8181818181818182,0.3431472081218274,1.0,0.4517758848029469,0.04017372421281217,0.6541330092691877,0.0,0.5447236180904522,0.8,0.08401639344262295,0.72222223142,0.00255543036104
4Sc5qEOSFI5rfS9IDyu0GO,44Ig8dzqOkvkGDzaUof9lK,Four Sticks,0.5376458112407211,0.8381909547738694,0.18181818181818185,0.32284263959390863,1.0,0.4479499361644237,0.06731813246471227,0.6614244525460481,0.8255578093306289,0.17487437185929647,0.2,0.07274590163934426,0.61111111571,0.00202931232445
595gvJjkLY30FUvVjkfU4Y,12W640dvidMRkzymxpCdAb,"""Maybe It's You""",0.2969247083775186,0.2211055276381909,0.9090909090909092,0.3116751269035533,1.0,0.32235919546244163,0.035830618892508145,0.5394714895036576,0.0010141987829614604,0.9095477386934672,0.8,0.11065573770491803,0.38888888429,0.00375798571965
4daGDsq2Gv4qeGR3uYpQoy,6BOlD6UGUg45IsUXPSplkY,"""Yea! Heavy And A Bottle Of Bread""",0.5323435843054083,0.55678391959799,0.4545454545454546,0.7218274111675126,0.0,0.4721948973398354,0.044516829533116184,0.7289537017180165,0.0,0.5507537688442211,0.8,0.11475409836065573,0.61111111571,0.00601277715145
2PyimdjzSflgiohyOFl4nv,6gKMWnGptVs6yT2MgCxw29,"""Beauty Queen""",0.4740190880169671,0.6914572864321608,0.6363636363636364,0.6121827411167512,1.0,0.630465267167584,0.08251900108577633,0.7202563919269902,0.006085192697768764,0.11758793969849245,0.8,0.12909836065573768,0.5,0.00300638857572
3tFZWBhDGrahJZOLNOnWiZ,5bbb7E51zaDCuD85uLyFkK,"""Cemetery Polka""",0.7497348886532345,0.5889447236180904,0.09090909090909093,0.9786802030456851,1.0,0.6982984156219258,0.0499457111834962,0.573712679009698,0.0,0.3015075376884422,0.8,0.05327868852459017,0.38888888429,0.00195415250254
3ECyzv2mucP3SjaiQQyLIv,7ojNQckNp7Tj2BkLJCiiUL,"""Political Science""",0.7051961823966066,0.2422110552763819,0.2727272727272727,0.3076142131979695,1.0,0.43782833462399795,0.04560260586319219,0.6270402935639907,0.0,0.8070351758793969,0.8,0.1885245901639344,0.444444442145,0.00293122893301
5CKxhyUbKJCGfBkxgssvNZ,34hQFIwGTLf03BZQmGL0iy,"""Three Babies""",0.4581124072110288,0.1728643216080402,0.0,0.07106598984771574,1.0,0.4361330291550681,0.03257328990228013,0.6039507231872661,0.041582150101419885,0.8020100502512562,0.6000000000000001,0.07889344262295082,0.555555557855,0.000901916608556
0Ky1rnbxYY41g4H9plxK6Q,1jkKKIpXPmCFr7m815t8th,"""Boys Don't Cry""",0.49416755037115606,0.6793969849246231,1.0,0.6710659898477156,0.0,0.7101655539044349,0.08251900108577633,0.6155074224986299,0.0,0.010050251256281407,0.8,0.1997950819672131,0.5,0.00308154821844
0AiUx0SP4HK1DJPwi20cEn,7DdEbYFPKTZ8KB4z6L4UnQ,"""Little Dreamer""",0.4050901378579003,0.8120603015075376,1.0,0.7441624365482233,0.0,0.7499068628476945,0.03908794788273616,0.7632663759620655,0.0,0.024120603015075376,0.8,0.2469262295081968,0.5,0.00315670786115
2bdUkiK4p2wuaqzcBLm1zc,29sTacnS0qA9xri6YS8xLA,"""4th Of July""",0.383881230116649,0.749748743718593,0.4545454545454546,0.20609137055837565,0.0,0.5938048096444044,0.04125950054288816,0.7790645030619296,0.0,0.11457286432160806,0.8,0.1598360655737705,0.5,0.00150319428786
5ro7xAxDVbtabTl8t3MzHz,51B7LbLWgYLKBVSpkan8Z7,"""Train Leaves Here This Morning""",0.6659597030752916,0.3185929648241206,0.3636363636363637,0.5532994923857868,1.0,0.47939889909793,0.03257328990228013,0.5292968284604569,0.0,0.8221105527638191,0.8,0.2346311475409836,0.27777776858,0.00180383321711
1LZQZxE7MTmNLvpPkAAXJT,5EVlXlHbRQI8ybuNt4ArXI,"""Birds""",0.3244962884411453,0.06432160804020101,0.6363636363636364,0.3847715736040609,1.0,0.31805186378953104,0.04234527687296417,0.4688445683513236,0.0020283975659229213,0.9849246231155778,0.8,0.08504098360655737,0.5,0.00293122893301
0vyVsDtLIJmq3kV3oz66dr,7gskILm9UyDvFlmmAoqn2g,"""In A Little While""",0.6839872746553552,0.5959798994974874,0.18181818181818185,0.5604060913705584,1.0,0.3853408401180434,0.029315960912052123,0.7452283937379369,0.0,0.4723618090452261,0.8,0.1372950819672131,0.61111111571,0.00232995107451
4BP3uh0hFLFRb5cjsgLqDh,31q47gQszFt0CddSyMksgO,"""Fortunate Son""",0.6829268292682927,0.6723618090452261,0.0,0.6335025380710659,1.0,0.5557043889574917,0.044516829533116184,0.7313603545643005,0.0030425963488843817,0.19497487437185929,0.8,0.1372950819672131,0.27777776858,0.00270574964647
29IWmqmyYyA1LylPAd2fxh,5VIQ3VaAoRKOEpJ0fewdvo,"""Sugar Daddy""",0.8589607635206787,0.300502512562814,0.8181818181818182,0.9725888324873097,1.0,0.5114631951275664,0.0499457111834962,0.492220077680082,0.4077079107505072,0.012060301507537688,0.8,0.04508196721311475,0.777777785136,0.00240511089642
0uLI1jac8ZJSSRG4QJDo3J,6cI1XoZsOhkyrCwtuI70CN,"""Still Ill""",0.4284199363732768,0.928643216080402,0.8181818181818182,0.4974619289340101,1.0,0.7329998534921199,0.15852334419109662,0.7304548812161937,0.007099391480730223,0.011055276381909548,0.8,0.14651639344262296,0.333333322295,0.00300638857572
3a9Zh5BAV0mHdHYPVsvWzc,48Atx1uS9J4KL5iQt3weoS,"""Girl, You Have No Faith In Medicine""",0.3213149522799576,0.9839195979899495,0.8181818181818182,0.2852791878172589,0.0,0.6342912158061071,0.4864277958740499,0.8069673791312222,0.0,0.01608040201005025,0.8,0.08811475409836064,0.333333322295,0.00323186786226
6dfhF1BDGmhM69fnCb6wSC,3bzgbgiytguTDnwzflAZr2,"""America""",0.2746553552492047,0.23919597989949745,0.18181818181818185,0.27918781725888325,1.0,0.7469934490047928,0.04560260586319219,0.5306073819906116,0.0,0.5567839195979898,0.6000000000000001,0.06659836065573771,0.5,0.00225479143179
6w6a5NTOBDmtokaL7XLLma,1KoerhgSJnUkS0aKS6qELi,"""I Am Yours""",0.7168610816542947,0.30552763819095474,0.8181818181818182,0.6172588832487309,0.0,0.5092069737750894,0.03691639522258415,0.5333238020349322,0.2434077079107505,0.37889447236180895,0.8,0.1967213114754098,0.5,0.00270574964647
4s6LhHAV5SEsOV0lC2tjvJ,76oMr4Y2pOtcrvZLc2ZikF,"""California Dreamin'""",0.5853658536585367,0.6160804020100502,0.09090909090909093,0.6771573604060913,0.0,0.4706754013269427,0.03800217155266016,0.67762765982796,0.0,0.35376884422110555,0.8,0.030737704918032783,0.38888888429,0.000300638862052
1xPVaZBBA8GO8jNIFnSkVm,45StnugV9WQMQwk4rRoTy8,"""These Things Take Time""",0.4517497348886532,0.878391959798995,0.8181818181818182,0.9116751269035532,1.0,0.6907888402854808,0.0488599348534202,0.7911692520313579,0.0020283975659229213,0.02110552763819096,0.8,0.22643442622950816,0.5,0.00300638857572
1fbK6qvv0PghESZsg0Kasi,719ELjvRzp0lHiLyAuAGj3,"""Love Or Confusion""",0.28207847295864263,0.8854271356783919,0.6363636363636364,0.5025380710659898,1.0,0.4624123568931957,0.07057546145494029,0.8147592155741415,0.9259634888438134,0.013065326633165827,0.8,0.06659836065573771,0.61111111571,0.00323186786226
